x,y,LOCAL_YEAR,COOLING_DEGREE_DAYS,TOTAL_RAIN,MIN_REL_HUMIDITY_FLAG,TOTAL_SNOW,HEATING_DEGREE_DAYS,MAX_TEMPERATURE_FLAG,CLIMATE_IDENTIFIER,LOCAL_MONTH,MIN_TEMPERATURE,SPEED_MAX_GUST_FLAG,ID,SNOW_ON_GROUND_FLAG,TOTAL_PRECIPITATION,TOTAL_PRECIPITATION_FLAG,MEAN_TEMPERATURE_FLAG,SPEED_MAX_GUST,LOCAL_DATE,MIN_TEMPERATURE_FLAG,LOCAL_DAY,DIRECTION_MAX_GUST,MIN_REL_HUMIDITY,DIRECTION_MAX_GUST_FLAG,MEAN_TEMPERATURE,STATION_NAME,SNOW_ON_GROUND,HEATING_DEGREE_DAYS_FLAG,MAX_REL_HUMIDITY_FLAG,COOLING_DEGREE_DAYS_FLAG,TOTAL_SNOW_FLAG,TOTAL_RAIN_FLAG,MAX_TEMPERATURE,PROVINCE_CODE,MAX_REL_HUMIDITY
-79.4,43.66666666666666,2023,0.0,,,,7.7,,6158355,11,8.4,M,6158355.2023.11.6,,4.7,,,,2023-11-06,,6,,62.0,M,10.3,TORONTO CITY,3.0,,,,,,12.2,ON,88.0
-79.4,43.66666666666666,2023,,,M,,,M,6158355,11,,M,6158355.2023.11.7,,,M,M,,2023-11-07,M,7,,,M,,TORONTO CITY,,M,M,M,,,,ON,
-79.4,43.66666666666666,2023,0.0,,,,16.3,,6158355,11,-1.2,M,6158355.2023.11.8,,15.3,,,,2023-11-08,,8,,53.0,M,1.7,TORONTO CITY,,,,,,,4.6,ON,88.0
-79.4,43.66666666666666,2023,0.0,,,,10.3,,6158355,11,4.4,M,6158355.2023.11.9,,1.1,,,,2023-11-09,,9,,50.0,M,7.7,TORONTO CITY,,,,,,,11.0,ON,90.0
-79.4,43.66666666666666,2023,0.0,,,,10.5,,6158355,11,3.4,M,6158355.2023.11.10,,0.0,,,,2023-11-10,,10,,38.0,M,7.5,TORONTO CITY,,,,,,,11.5,ON,72.0
-79.4,43.66666666666666,2023,0.0,,,,14.8,,6158355,11,1.8,M,6158355.2023.11.11,,0.0,,,,2023-11-11,,11,,59.0,M,3.2,TORONTO CITY,,,,,,,4.6,ON,79.0
-79.4,43.66666666666666,2023,0.0,,,,15.5,,6158355,11,0.0,M,6158355.2023.11.12,,0.0,,,,2023-11-12,,12,,58.0,M,2.5,TORONTO CITY,,,,,,,4.9,ON,73.0
-79.4,43.66666666666666,2023,0.0,,,,9.0,,6158355,11,3.9,M,6158355.2023.11.13,,0.0,,,,2023-11-13,,13,,37.0,M,9.0,TORONTO CITY,,,,,,,14.0,ON,80.0
-79.4,43.66666666666666,2023,0.0,,,,10.9,,6158355,11,4.9,M,6158355.2023.11.14,,0.0,,,,2023-11-14,,14,,46.0,M,7.1,TORONTO CITY,,,,,,,9.4,ON,80.0
-79.4,43.66666666666666,2023,0.0,,,,9.5,,6158355,11,3.4,M,6158355.2023.11.15,,0.0,,,,2023-11-15,,15,,47.0,M,8.5,TORONTO CITY,,,,,,,13.6,ON,90.0
-79.4,43.66666666666666,2023,0.0,,,,9.5,,6158355,11,4.6,M,6158355.2023.11.16,,0.0,,,,2023-11-16,,16,,45.0,M,8.5,TORONTO CITY,,,,,,,12.3,ON,83.0
-79.4,43.66666666666666,2023,0.0,,,,10.1,,6158355,11,2.9,M,6158355.2023.11.17,,0.5,,,,2023-11-17,,17,,52.0,M,7.9,TORONTO CITY,,,,,,,12.9,ON,84.0
-79.4,43.66666666666666,2023,0.0,,,,13.5,,6158355,11,0.5,M,6158355.2023.11.18,,0.0,,,,2023-11-18,,18,,38.0,M,4.5,TORONTO CITY,,,,,,,8.5,ON,74.0
-79.4,43.66666666666666,2023,0.0,,,,14.8,,6158355,11,-0.6,M,6158355.2023.11.19,,0.0,,,,2023-11-19,,19,,50.0,M,3.2,TORONTO CITY,,,,,,,7.1,ON,78.0
-79.4,43.66666666666666,2023,0.0,,,,18.2,,6158355,11,-3.1,M,6158355.2023.11.20,,0.0,,,,2023-11-20,,20,,47.0,M,-0.2,TORONTO CITY,,,,,,,2.8,ON,71.0
-79.4,43.66666666666666,2023,0.0,,,,13.8,,6158355,11,2.0,M,6158355.2023.11.21,,16.6,,,,2023-11-21,,21,,58.0,M,4.2,TORONTO CITY,,,,,,,6.3,ON,95.0
-79.4,43.66666666666666,2023,0.0,,,,12.9,,6158355,11,3.0,M,6158355.2023.11.22,,2.8,,,,2023-11-22,,22,,70.0,M,5.1,TORONTO CITY,1.0,,,,,,7.1,ON,95.0
-79.4,43.66666666666666,2023,0.0,,,,13.9,,6158355,11,0.8,M,6158355.2023.11.23,,0.0,,,,2023-11-23,,23,,54.0,M,4.1,TORONTO CITY,,,,,,,7.3,ON,78.0
-79.4,43.66666666666666,2023,0.0,,,,18.3,,6158355,11,-2.3,M,6158355.2023.11.24,,0.0,,,,2023-11-24,,24,,49.0,M,-0.3,TORONTO CITY,,,,,,,1.6,ON,69.0
-79.4,43.66666666666666,2023,0.0,,,,17.1,,6158355,11,-2.0,M,6158355.2023.11.25,,0.0,,,,2023-11-25,,25,,53.0,M,0.9,TORONTO CITY,,,,,,,3.8,ON,72.0
-79.4,43.66666666666666,2023,0.0,,,,13.8,,6158355,11,1.6,M,6158355.2023.11.26,,9.1,,,,2023-11-26,,26,,53.0,M,4.2,TORONTO CITY,0.0,,,,,,6.8,ON,92.0
-79.4,43.66666666666666,2023,0.0,,,,17.2,,6158355,11,-3.0,M,6158355.2023.11.27,,0.0,,,,2023-11-27,,27,,42.0,M,0.8,TORONTO CITY,,,,,,,4.7,ON,77.0
-79.4,43.66666666666666,2023,0.0,,,,19.9,,6158355,11,-3.9,M,6158355.2023.11.28,,0.0,,,,2023-11-28,,28,,41.0,M,-1.9,TORONTO CITY,,,,,,,0.2,ON,79.0
-79.4,43.66666666666666,2023,0.0,,,,19.3,,6158355,11,-3.6,M,6158355.2023.11.29,,0.0,,,,2023-11-29,,29,,37.0,M,-1.3,TORONTO CITY,,,,,,,1.0,ON,78.0
-79.4,43.66666666666666,2023,0.0,,,,12.9,,6158355,11,0.0,M,6158355.2023.11.30,,0.0,,,,2023-11-30,,30,,55.0,M,5.1,TORONTO CITY,0.0,,,,,,10.2,ON,81.0
-79.4,43.66666666666666,2023,0.0,,,,12.5,,6158355,12,1.2,M,6158355.2023.12.1,,9.0,,,,2023-12-01,,1,,57.0,M,5.5,TORONTO CITY,,,,,,,9.8,ON,91.0
-79.4,43.66666666666666,2023,0.0,,,,14.8,,6158355,12,2.3,M,6158355.2023.12.2,,2.8,,,,2023-12-02,,2,,84.0,M,3.2,TORONTO CITY,,,,,,,4.1,ON,92.0
-79.4,43.66666666666666,2023,0.0,,,,15.4,,6158355,12,1.6,M,6158355.2023.12.3,,2.1,,,,2023-12-03,,3,,80.0,M,2.6,TORONTO CITY,,,,,,,3.5,ON,92.0
-79.4,43.66666666666666,2023,0.0,,,,15.2,,6158355,12,1.2,M,6158355.2023.12.4,,0.0,,,,2023-12-04,,4,,62.0,M,2.8,TORONTO CITY,,,,,,,4.4,ON,84.0
-79.4,43.66666666666666,2023,0.0,,,,16.3,,6158355,12,0.3,M,6158355.2023.12.5,,0.1,,,,2023-12-05,,5,,62.0,M,1.7,TORONTO CITY,,,,,,,3.1,ON,85.0
-79.4,43.66666666666666,2023,0.0,,,,18.2,,6158355,12,-1.8,M,6158355.2023.12.6,,0.0,,,,2023-12-06,,6,,57.0,M,-0.2,TORONTO CITY,,,,,,,1.4,ON,78.0
-79.4,43.66666666666666,2023,0.0,,,,15.0,,6158355,12,0.3,M,6158355.2023.12.7,,3.9,,,,2023-12-07,,7,,72.0,M,3.0,TORONTO CITY,1.0,,,,,,5.7,ON,93.0
-79.4,43.66666666666666,2023,0.0,,,,12.1,,6158355,12,4.0,M,6158355.2023.12.8,,0.0,,,,2023-12-08,,8,,69.0,M,5.9,TORONTO CITY,,,,,,,7.9,ON,91.0
-79.4,43.66666666666666,2023,0.0,,,,7.7,,6158355,12,7.6,M,6158355.2023.12.9,,9.1,,,,2023-12-09,,9,,42.0,M,10.3,TORONTO CITY,,,,,,,13.0,ON,94.0
-79.4,43.66666666666666,2023,0.0,,,,11.2,,6158355,12,2.8,M,6158355.2023.12.10,,0.7,,,,2023-12-10,,10,,57.0,M,6.8,TORONTO CITY,,,,,,,10.9,ON,90.0
-79.4,43.66666666666666,2023,0.0,,,,16.2,,6158355,12,0.7,M,6158355.2023.12.11,,0.0,,,,2023-12-11,,11,,49.0,M,1.8,TORONTO CITY,,,,,,,3.0,ON,70.0
-79.4,43.66666666666666,2023,0.0,,,,15.3,,6158355,12,-0.2,M,6158355.2023.12.12,,0.0,,,,2023-12-12,,12,,49.0,M,2.7,TORONTO CITY,,,,,,,5.7,ON,77.0
-79.4,43.66666666666666,2023,0.0,,,,16.9,,6158355,12,-1.4,M,6158355.2023.12.13,,0.0,,,,2023-12-13,,13,,38.0,M,1.1,TORONTO CITY,,,,,,,3.6,ON,63.0
-79.4,43.66666666666666,2023,0.0,,,,16.1,,6158355,12,-1.8,M,6158355.2023.12.14,,0.0,,,,2023-12-14,,14,,48.0,M,1.9,TORONTO CITY,,,,,,,5.5,ON,69.0
-79.4,43.66666666666666,2023,0.0,,,,9.5,,6158355,12,3.7,M,6158355.2023.12.15,,0.0,,,,2023-12-15,,15,,43.0,M,8.5,TORONTO CITY,,,,,,,13.2,ON,72.0
-79.4,43.66666666666666,2023,0.0,,,,12.2,,6158355,12,4.7,M,6158355.2023.12.16,,0.2,,,,2023-12-16,,16,,71.0,M,5.8,TORONTO CITY,,,,,,,7.0,ON,87.0
-79.4,43.66666666666666,2023,0.0,,,,10.8,,6158355,12,5.9,M,6158355.2023.12.17,,12.0,,,,2023-12-17,,17,,66.0,M,7.2,TORONTO CITY,,,,,,,8.4,ON,93.0
-79.4,43.66666666666666,2023,0.0,,,,15.3,,6158355,12,-1.7,M,6158355.2023.12.18,,1.8,,,,2023-12-18,,18,,71.0,M,2.7,TORONTO CITY,,,,,,,7.1,ON,91.0
-79.4,43.66666666666666,2023,0.0,,,,20.0,,6158355,12,-3.7,M,6158355.2023.12.19,,0.3,,,,2023-12-19,,19,,53.0,M,-2.0,TORONTO CITY,,,,,,,-0.2,ON,85.0
-79.4,43.66666666666666,2023,0.0,,,,16.3,,6158355,12,-1.0,M,6158355.2023.12.20,,0.0,,,,2023-12-20,,20,,57.0,M,1.7,TORONTO CITY,,,,,,,4.4,ON,74.0
-79.4,43.66666666666666,2023,0.0,,,,18.3,,6158355,12,-3.6,M,6158355.2023.12.21,,0.0,,,,2023-12-21,,21,,56.0,M,-0.3,TORONTO CITY,,,,,,,3.1,ON,76.0
-79.4,43.66666666666666,2023,0.0,,,,19.6,,6158355,12,-4.4,M,6158355.2023.12.22,,0.0,,,,2023-12-22,,22,,72.0,M,-1.6,TORONTO CITY,0.0,,,,,,1.2,ON,83.0
-79.4,43.66666666666666,2023,0.0,,,,15.2,,6158355,12,0.8,M,6158355.2023.12.23,,7.5,,,,2023-12-23,,23,,80.0,M,2.8,TORONTO CITY,0.0,,,,,,4.8,ON,93.0
-79.4,43.66666666666666,2023,0.0,,,,13.5,,6158355,12,3.6,M,6158355.2023.12.24,,0.0,,,,2023-12-24,,24,,81.0,M,4.5,TORONTO CITY,,,,,,,5.3,ON,94.0
-79.4,43.66666666666666,2023,0.0,,,,12.7,,6158355,12,3.5,M,6158355.2023.12.25,,0.0,,,,2023-12-25,,25,,86.0,M,5.3,TORONTO CITY,,,,,,,7.0,ON,94.0
-79.4,43.66666666666666,2023,0.0,,,,11.3,,6158355,12,5.6,M,6158355.2023.12.26,,0.9,,,,2023-12-26,,26,,82.0,M,6.7,TORONTO CITY,1.0,,,,,,7.8,ON,95.0
-79.4,43.66666666666666,2023,0.0,,,,10.2,,6158355,12,7.2,M,6158355.2023.12.27,,16.4,,,,2023-12-27,,27,,92.0,M,7.8,TORONTO CITY,,,,,,,8.4,ON,96.0
-79.4,43.66666666666666,2023,0.0,,,,11.0,,6158355,12,6.1,M,6158355.2023.12.28,,3.3,,,,2023-12-28,,28,,92.0,M,7.0,TORONTO CITY,,,,,,,7.9,ON,96.0
-79.4,43.66666666666666,2023,0.0,,,,13.1,,6158355,12,2.6,M,6158355.2023.12.29,,4.5,,,,2023-12-29,,29,,84.0,M,4.9,TORONTO CITY,0.0,,,,,,7.1,ON,94.0
-79.4,43.66666666666666,2023,0.0,,,,16.8,,6158355,12,-0.3,M,6158355.2023.12.30,,0.0,,,,2023-12-30,,30,,67.0,M,1.2,TORONTO CITY,,,,,,,2.7,ON,83.0
-79.4,43.66666666666666,2023,0.0,,,,17.7,,6158355,12,-1.0,M,6158355.2023.12.31,,2.3,,,,2023-12-31,,31,,67.0,M,0.3,TORONTO CITY,,,,,,,1.6,ON,90.0
-79.4,43.66666666666666,2024,0.0,,,,19.9,,6158355,1,-3.1,M,6158355.2024.1.1,,0.1,,,,2024-01-01,,1,,65.0,M,-1.9,TORONTO CITY,2.0,,,,,,-0.7,ON,84.0
-79.4,43.66666666666666,2024,0.0,,,,18.0,,6158355,1,-1.5,M,6158355.2024.1.2,,0.0,,,,2024-01-02,,2,,67.0,M,0.0,TORONTO CITY,0.0,,,,,,1.5,ON,75.0
-79.4,43.66666666666666,2024,0.0,,,,16.1,,6158355,1,0.6,M,6158355.2024.1.3,,0.0,,,,2024-01-03,,3,,68.0,M,1.9,TORONTO CITY,,,,,,,3.1,ON,81.0
-79.4,43.66666666666666,2024,0.0,,,,20.1,,6158355,1,-6.0,M,6158355.2024.1.4,,0.0,,,,2024-01-04,,4,,54.0,M,-2.1,TORONTO CITY,,,,,,,1.8,ON,71.0
-79.4,43.66666666666666,2024,0.0,,,,18.9,,6158355,1,-2.1,M,6158355.2024.1.5,,0.0,,,,2024-01-05,,5,,59.0,M,-0.9,TORONTO CITY,,,,,,,0.4,ON,64.0
-79.4,43.66666666666666,2024,0.0,,,,18.7,,6158355,1,-3.5,M,6158355.2024.1.6,,5.0,,,,2024-01-06,,6,,62.0,M,-0.7,TORONTO CITY,,,,,,,2.1,ON,90.0
-79.4,43.66666666666666,2024,0.0,,,,19.7,,6158355,1,-4.2,M,6158355.2024.1.7,,0.1,,,,2024-01-07,,7,,73.0,M,-1.7,TORONTO CITY,5.0,,,,,,0.7,ON,86.0
-79.4,43.66666666666666,2024,0.0,,,,15.8,,6158355,1,0.6,M,6158355.2024.1.8,,0.0,,,,2024-01-08,,8,,63.0,M,2.2,TORONTO CITY,4.0,,,,,,3.7,ON,81.0
-79.4,43.66666666666666,2024,0.0,,,,14.2,,6158355,1,0.6,M,6158355.2024.1.9,,31.2,,,,2024-01-09,,9,,62.0,M,3.8,TORONTO CITY,1.0,,,,,,7.0,ON,93.0
-79.4,43.66666666666666,2024,0.0,,,,14.3,,6158355,1,0.7,M,6158355.2024.1.10,,0.0,,,,2024-01-10,,10,,64.0,M,3.7,TORONTO CITY,,,,,,,6.7,ON,84.0
-79.4,43.66666666666666,2024,0.0,,,,16.3,,6158355,1,0.6,M,6158355.2024.1.11,,3.3,,,,2024-01-11,,11,,65.0,M,1.7,TORONTO CITY,,,,,,,2.8,ON,92.0
-79.4,43.66666666666666,2024,0.0,,,,16.1,,6158355,1,-0.1,M,6158355.2024.1.12,,11.8,,,,2024-01-12,,12,,70.0,M,1.9,TORONTO CITY,,,,,,,3.9,ON,94.0
-79.4,43.66666666666666,2024,0.0,,,,16.1,,6158355,1,-2.9,M,6158355.2024.1.13,,3.3,,,,2024-01-13,,13,,60.0,M,1.9,TORONTO CITY,1.0,,,,,,6.8,ON,87.0
-79.4,43.66666666666666,2024,0.0,,,,24.8,,6158355,1,-11.2,M,6158355.2024.1.14,,0.1,,,,2024-01-14,,14,,54.0,M,-6.8,TORONTO CITY,0.0,,,,,,-2.5,ON,77.0
-79.4,43.66666666666666,2024,0.0,,,,27.8,,6158355,1,-12.5,M,6158355.2024.1.15,,0.0,,,,2024-01-15,,15,,47.0,M,-9.8,TORONTO CITY,1.0,,,,,,-7.1,ON,70.0
-79.4,43.66666666666666,2024,0.0,,,,26.6,,6158355,1,-10.9,M,6158355.2024.1.16,,0.9,,,,2024-01-16,,16,,58.0,M,-8.6,TORONTO CITY,1.0,,,,,,-6.3,ON,82.0
-79.4,43.66666666666666,2024,0.0,,,,28.8,,6158355,1,-14.2,M,6158355.2024.1.17,,0.0,,,,2024-01-17,,17,,49.0,M,-10.8,TORONTO CITY,1.0,,,,,,-7.4,ON,66.0
-79.4,43.66666666666666,2024,0.0,,,,23.2,,6158355,1,-7.6,M,6158355.2024.1.18,,0.0,,,,2024-01-18,,18,,58.0,M,-5.2,TORONTO CITY,2.0,,,,,,-2.8,ON,72.0
-79.4,43.66666666666666,2024,0.0,,,,27.4,,6158355,1,-13.8,M,6158355.2024.1.19,,0.0,,,,2024-01-19,,19,,49.0,M,-9.4,TORONTO CITY,1.0,,,,,,-4.9,ON,72.0
-79.4,43.66666666666666,2024,0.0,,,,28.5,,6158355,1,-14.1,M,6158355.2024.1.20,,0.0,,,,2024-01-20,,20,,60.0,M,-10.5,TORONTO CITY,2.0,,,,,,-7.0,ON,70.0
-79.4,43.66666666666666,2024,0.0,,,,24.0,,6158355,1,-10.7,M,6158355.2024.1.21,,0.0,,,,2024-01-21,,21,,49.0,M,-6.0,TORONTO CITY,2.0,,,,,,-1.4,ON,71.0
-79.4,43.66666666666666,2024,0.0,,,,21.0,,6158355,1,-5.8,M,6158355.2024.1.22,,0.7,,,,2024-01-22,,22,,54.0,M,-3.0,TORONTO CITY,2.0,,,,,,-0.2,ON,85.0
-79.4,43.66666666666666,2024,0.0,,,,16.9,,6158355,1,-0.3,M,6158355.2024.1.23,,8.1,,,,2024-01-23,,23,,80.0,M,1.1,TORONTO CITY,2.0,,,,,,2.4,ON,94.0
-79.4,43.66666666666666,2024,0.0,,,,16.1,,6158355,1,0.9,M,6158355.2024.1.24,,7.2,,,,2024-01-24,,24,,92.0,M,1.9,TORONTO CITY,2.0,,,,,,3.0,ON,96.0
-79.4,43.66666666666666,2024,0.0,,,,15.0,,6158355,1,2.0,M,6158355.2024.1.25,,0.0,,,,2024-01-25,,25,,88.0,M,3.0,TORONTO CITY,0.0,,,,,,4.1,ON,94.0
-79.4,43.66666666666666,2024,0.0,,,,13.9,,6158355,1,2.1,M,6158355.2024.1.26,,17.6,,,,2024-01-26,,26,,79.0,M,4.1,TORONTO CITY,0.0,,,,,,6.1,ON,92.0
-79.4,43.66666666666666,2024,0.0,,,,15.2,,6158355,1,1.6,M,6158355.2024.1.27,,0.0,,,,2024-01-27,,27,,80.0,M,2.8,TORONTO CITY,,,,,,,4.0,ON,95.0
-79.4,43.66666666666666,2024,0.0,,,,15.3,,6158355,1,1.7,M,6158355.2024.1.28,,0.2,,,,2024-01-28,,28,,70.0,M,2.7,TORONTO CITY,0.0,,,,,,3.7,ON,91.0
-79.4,43.66666666666666,2024,0.0,,,,16.2,,6158355,1,0.1,M,6158355.2024.1.29,,0.0,,,,2024-01-29,,29,,60.0,M,1.8,TORONTO CITY,,,,,,,3.6,ON,81.0
-79.4,43.66666666666666,2024,0.0,,,,16.0,,6158355,1,0.7,M,6158355.2024.1.30,,0.0,,,,2024-01-30,,30,,74.0,M,2.0,TORONTO CITY,,,,,,,3.2,ON,83.0
-79.4,43.66666666666666,2024,0.0,,,,14.0,,6158355,1,2.4,M,6158355.2024.1.31,,0.0,,,,2024-01-31,,31,,67.0,M,4.0,TORONTO CITY,,,,,,,5.6,ON,86.0
-79.4,43.66666666666666,2024,0.0,,,,13.9,,6158355,2,3.0,M,6158355.2024.2.1,,0.0,,,,2024-02-01,,1,,74.0,M,4.1,TORONTO CITY,,,,,,,5.2,ON,88.0
-79.4,43.66666666666666,2024,0.0,,,,16.3,,6158355,2,-1.4,M,6158355.2024.2.2,,0.0,,,,2024-02-02,,2,,55.0,M,1.7,TORONTO CITY,,,,,,,4.8,ON,82.0
-79.4,43.66666666666666,2024,0.0,,,,17.8,,6158355,2,-2.7,M,6158355.2024.2.3,,0.0,,,,2024-02-03,,3,,58.0,M,0.2,TORONTO CITY,,,,,,,3.0,ON,80.0
-79.4,43.66666666666666,2024,0.0,,,,17.5,,6158355,2,-4.0,M,6158355.2024.2.4,,0.0,,,,2024-02-04,,4,,55.0,M,0.5,TORONTO CITY,,,,,,,5.1,ON,89.0
-79.4,43.66666666666666,2024,0.0,,,,16.7,,6158355,2,-0.5,M,6158355.2024.2.5,,0.0,,,,2024-02-05,,5,,56.0,M,1.3,TORONTO CITY,,,,,,,3.1,ON,79.0
-79.4,43.66666666666666,2024,0.0,,,,16.6,,6158355,2,-1.2,M,6158355.2024.2.6,,0.0,,,,2024-02-06,,6,,48.0,M,1.4,TORONTO CITY,,,,,,,4.0,ON,68.0
-79.4,43.66666666666666,2024,0.0,,,,15.5,,6158355,2,0.7,M,6158355.2024.2.7,,0.0,,,,2024-02-07,,7,,61.0,M,2.5,TORONTO CITY,,,,,,,4.3,ON,84.0
-79.4,43.66666666666666,2024,0.0,,,,13.0,,6158355,2,1.3,M,6158355.2024.2.8,,0.0,,,,2024-02-08,,8,,47.0,M,5.0,TORONTO CITY,,,,,,,8.6,ON,92.0
-79.4,43.66666666666666,2024,0.0,,,,7.0,,6158355,2,6.5,M,6158355.2024.2.9,,0.8,,,,2024-02-09,,9,,57.0,M,11.0,TORONTO CITY,,,,,,,15.4,ON,76.0
-79.4,43.66666666666666,2024,0.0,,,,10.4,,6158355,2,3.8,M,6158355.2024.2.10,,0.0,,,,2024-02-10,,10,,52.0,M,7.6,TORONTO CITY,,,,,,,11.4,ON,84.0
-79.4,43.66666666666666,2024,0.0,,,,15.1,,6158355,2,1.9,M,6158355.2024.2.11,,0.0,,,,2024-02-11,,11,,59.0,M,2.9,TORONTO CITY,,,,,,,3.9,ON,68.0
-79.4,43.66666666666666,2024,0.0,,,,16.2,,6158355,2,-0.3,M,6158355.2024.2.12,,0.0,,,,2024-02-12,,12,,50.0,M,1.8,TORONTO CITY,,,,,,,3.9,ON,74.0
-79.4,43.66666666666666,2024,0.0,,,,18.2,,6158355,2,-5.3,M,6158355.2024.2.13,,0.1,,,,2024-02-13,,13,,52.0,M,-0.2,TORONTO CITY,,,,,,,4.9,ON,73.0
-79.4,43.66666666666666,2024,0.0,,,,21.4,,6158355,2,-6.9,M,6158355.2024.2.14,,0.0,,,,2024-02-14,,14,,42.0,M,-3.4,TORONTO CITY,,,,,,,0.2,ON,69.0
-79.4,43.66666666666666,2024,0.0,,,,19.2,,6158355,2,-3.7,M,6158355.2024.2.15,,6.4,,,,2024-02-15,,15,,58.0,M,-1.2,TORONTO CITY,,,,,,,1.2,ON,93.0
-79.4,43.66666666666666,2024,0.0,,,,19.4,,6158355,2,-3.5,M,6158355.2024.2.16,,0.0,,,,2024-02-16,,16,,53.0,M,-1.4,TORONTO CITY,8.0,,,,,,0.6,ON,78.0
-79.4,43.66666666666666,2024,0.0,,,,22.7,,6158355,2,-6.9,M,6158355.2024.2.17,,0.1,,,,2024-02-17,,17,,44.0,M,-4.7,TORONTO CITY,5.0,,,,,,-2.4,ON,77.0
-79.4,43.66666666666666,2024,0.0,,,,20.4,,6158355,2,-5.6,M,6158355.2024.2.18,,0.1,,,,2024-02-18,,18,,45.0,M,-2.4,TORONTO CITY,4.0,,,,,,0.9,ON,80.0
-79.4,43.66666666666666,2024,0.0,,,,23.1,,6158355,2,-9.0,M,6158355.2024.2.19,,0.0,,,,2024-02-19,,19,,45.0,M,-5.1,TORONTO CITY,3.0,,,,,,-1.1,ON,67.0
-79.4,43.66666666666666,2024,0.0,,,,18.4,,6158355,2,-4.5,M,6158355.2024.2.20,,0.0,,,,2024-02-20,,20,,38.0,M,-0.4,TORONTO CITY,3.0,,,,,,3.7,ON,73.0
-79.4,43.66666666666666,2024,0.0,,,,12.7,,6158355,2,0.9,M,6158355.2024.2.21,,0.0,,,,2024-02-21,,21,,44.0,M,5.3,TORONTO CITY,0.0,,,,,,9.7,ON,74.0
-79.4,43.66666666666666,2024,0.0,,,,10.4,,6158355,2,4.5,M,6158355.2024.2.22,,0.0,,,,2024-02-22,,22,,53.0,M,7.6,TORONTO CITY,,,,,,,10.7,ON,89.0
-79.4,43.66666666666666,2024,0.0,,,,16.1,,6158355,2,-7.2,M,6158355.2024.2.23,,0.0,,,,2024-02-23,,23,,38.0,M,1.9,TORONTO CITY,,,,,,,11.0,ON,86.0
-79.4,43.66666666666666,2024,0.0,,,,25.8,,6158355,2,-11.9,M,6158355.2024.2.24,,0.0,,,,2024-02-24,,24,,30.0,M,-7.8,TORONTO CITY,,,,,,,-3.8,ON,57.0
-79.4,43.66666666666666,2024,0.0,,,,17.2,,6158355,2,-4.4,M,6158355.2024.2.25,,0.0,,,,2024-02-25,,25,,43.0,M,0.8,TORONTO CITY,,,,,,,5.9,ON,74.0
-79.4,43.66666666666666,2024,0.0,,,,12.8,,6158355,2,1.6,M,6158355.2024.2.26,,0.0,,,,2024-02-26,,26,,35.0,M,5.2,TORONTO CITY,,,,,,,8.9,ON,78.0
-79.4,43.66666666666666,2024,0.0,,,,9.8,,6158355,2,3.4,M,6158355.2024.2.27,,17.9,,,,2024-02-27,,27,,54.0,M,8.2,TORONTO CITY,,,,,,,13.0,ON,90.0
-79.4,43.66666666666666,2024,0.0,,,,12.7,,6158355,2,-4.6,M,6158355.2024.2.28,,7.3,,,,2024-02-28,,28,,46.0,M,5.3,TORONTO CITY,,,,,,,15.2,ON,92.0
-79.4,43.66666666666666,2024,0.0,,,,21.5,,6158355,2,-5.9,M,6158355.2024.2.29,,0.0,,,,2024-02-29,,29,,40.0,M,-3.5,TORONTO CITY,,,,,,,-1.1,ON,63.0
-79.4,43.66666666666666,2024,0.0,,,,15.2,,6158355,3,-2.9,M,6158355.2024.3.1,,0.0,,,,2024-03-01,,1,,30.0,M,2.8,TORONTO CITY,,,,,,,8.5,ON,74.0
-79.4,43.66666666666666,2024,0.0,,,,11.9,,6158355,3,5.3,M,6158355.2024.3.2,,0.3,,,,2024-03-02,,2,,47.0,M,6.1,TORONTO CITY,,,,,,,7.0,ON,93.0
-79.4,43.66666666666666,2024,0.0,,,,11.6,,6158355,3,5.3,M,6158355.2024.3.3,,0.0,,,,2024-03-03,,3,,82.0,M,6.4,TORONTO CITY,,,,,,,7.6,ON,94.0
-79.4,43.66666666666666,2024,0.0,,,,8.4,,6158355,3,5.1,M,6158355.2024.3.4,,0.0,,,,2024-03-04,,4,,62.0,M,9.6,TORONTO CITY,,,,,,,14.2,ON,92.0
-79.4,43.66666666666666,2024,0.0,,,,6.0,,6158355,3,7.8,M,6158355.2024.3.5,,1.2,,,,2024-03-05,,5,,54.0,M,12.0,TORONTO CITY,,,,,,,16.2,ON,88.0
-79.4,43.66666666666666,2024,0.0,,,,11.4,,6158355,3,4.1,M,6158355.2024.3.6,,0.1,,,,2024-03-06,,6,,61.0,M,6.6,TORONTO CITY,,,,,,,9.1,ON,92.0
-79.4,43.66666666666666,2024,0.0,,,,11.6,,6158355,3,2.6,M,6158355.2024.3.7,,0.0,,,,2024-03-07,,7,,44.0,M,6.4,TORONTO CITY,,,,,,,10.2,ON,62.0
-79.4,43.66666666666666,2024,0.0,,,,11.9,,6158355,3,3.8,M,6158355.2024.3.8,,0.7,,,,2024-03-08,,8,,44.0,M,6.1,TORONTO CITY,,,,,,,8.4,ON,79.0
-79.4,43.66666666666666,2024,0.0,,,,11.5,,6158355,3,4.4,M,6158355.2024.3.9,,13.8,,,,2024-03-09,,9,,72.0,M,6.5,TORONTO CITY,,,,,,,8.6,ON,92.0
